kanji_text,radical,kanji_pron,on_pron,kun_pron,mean,memo,level_id,examples
始,女; 厶; 口,THỦY,シ,はじ-める; はじ-まる,"Bắt đầu, mở đầu",Bắt đầu phát biểu trên đài (台); Có cô con gái (女) miệt mài lắng nghe.,4,始め(はじめ); 原始(げんし); 年始(ねんし); 始業(しぎょう); 始終(しじゅう); 終始(しゅうし); 創始(そうし); 始点(してん); 始動(しどう); 更始(こうし)
終,糸; 夂; 丶; 丶,CHUNG,シュウ,お-わる; お-わる; おわ-る; お-える; つい; つい-に,"Chấm dứt, kết thúc","Mối quan hệ của chúng tôi tiếp tục kéo dài như sợi chỉ (糸) vậy, nhưng nó đã kết thúc vào mùa đông (冬).",4,有終(ゆうしゅう); 最終(さいしゅう); 終発(しゅうはつ); 始終(しじゅう); 終演(しゅうえん); 終業(しゅうぎょう); 終局(しゅうきょく); 終極(しゅうきょく); 終止(しゅうし); 終日(しゅうじつ)
石,一; 丿; 口,THẠCH,セキ; シャク; コク,いし,Đá,Đây là hình dạng vách đá và hòn đá.,4,石炭(せきたん); 石油(せきゆ); 石鹸(せっけん); 隕石(いんせき); 玉石(ぎょくせき); 珪石(けいせき); 軽石(かるいし); 結石(けっせき); 岩石(がんせき); 菊石(きくいし)
研,一; 丿; 口; 一; 一; 丿; 丨,NGHIÊN,ケン,と-ぐ,"Nghiên cứu, tìm tòi",Tôi ngồi trên bục và mài đá (石).,4,研究(けんきゅう); 研鑽(けんさん); 研磨(けんま); 薬研(やげん); 研ぐ(とぐ); 研修(けんしゅう); 研学(けんがく); 研削(けんさく); 研ぎ(とぎ); 研摩(けんま)
究,宀; 八; 九,CỨU,キュウ; ク,きわ-める,"Nghiên cứu, học tập",Tôi nghiên cứu tại nhà đã được 9 (九) năm rồi.,4,研究(けんきゅう); 究境(きゅうきょう); 学究(がっきゅう); 究明(きゅうめい); 考究(こうきゅう); 講究(こうきゅう); 探究(たんきゅう); 追究(ついきゅう); 討究(とうきゅう); 究極(きゅうきょく)
留,刀; 田,LƯU,リュウ; ル,と-める; と-まる; とど-める; とど-まる; るうぶる,"Lưu lại, giữ lại ","Trên cánh đồng (田), tôi cắt lúa bằng dao (刀).",4,書留(かきとめ); 留守(るす); 居留(きょりゅう); 寄留(きりゅう); 係留(けいりゅう); 乾留(かんりゅう); 拘留(こうりゅう); 逗留(とうりゅう); 保留(ほりゅう); 留革(とめかわ)
有,月,"HỮU, DỰU",ユウ; ウ,あ-る,"Có, sở hữu, tồn tại, xảy ra","Mặt trăng (月) thì có, nhưng không thể chạm vào được.",4,有名(ゆうめい); 有無(うむ); 共有(きょうゆう); 具有(ぐゆう); 公有(こうゆう); 稀有(けう); 官有(かんゆう); 現有(げんゆう); 有意(ゆうい); 有為(ゆうい)
産,亠; 丷; 厂; 生,SẢN,サン,う-む; う-まれる; む-す,"Sản vật, sản phẩm, vật phẩm",Tôi đang sản xuất rau ở vườn.,4,産着(うぶぎ); 遺産(いさん); 共産(きょうさん); 国産(こくさん); 月産(げっさん); 家産(かさん); 減産(げんさん); 逆産(ぎゃくざん); 有産(ゆうさん); 特産(とくさん)
業,业; 丷; 一; 一; 木,NGHIỆP,ギョウ; ゴウ,わざ,"Nghề nghiệp, sự nghiệp",Tôi nuôi cừu (羊) trong tường vây. Đó là cả sự nghiệp của tôi đấy.,4,授業(じゅぎょう); 農業(のうぎょう); 漁業(ぎょぎょう); 営業(えいぎょう); 鉱業(こうぎょう); 業務(ぎょうむ); 業者(ぎょうしゃ); 業種(ぎょうしゅ); 職業(しょくぎょう); 業績(ぎょうせき)
薬,艹; 楽,DƯỢC,ヤク,くすり,Thuốc,Khi uống thảo dược này vào; Vui vẻ (楽) khỏe mạnh bệnh nào cũng tan.,4,水薬(みずぐすり); 粉薬(こなぐすり); 媚薬(びやく); 麻薬(まやく); 虫薬(むしぐすり); 丸薬(がんやく); 咳薬(せきぐすり); 薬缶(やかん); お薬(おくすり); 合薬(あいぐすり)
働,亻; 重; 力,ĐỘNG,ドウ; リュク; リキ; ロク; リョク,はたら-く,Làm việc,Người ta sẽ cử động (動) khi lao động.,4,働く(はたらく); 労働(ろうどう); 稼働(かどう); 複働(ふくどう); 協働(きょうどう); 共働(きょうどう); 働き(はたらき); 実働(じつどう)
員,口; 貝,"VIÊN, VÂN",イン,"","Nhân viên, thành viên, người","Khi trả tiền, bạn nhận được một thẻ hội viên.",4,工員(こういん); 店員(てんいん); 党員(とういん); 会員(かいいん); 係員(かかりいん); 局員(きょくいん); 金員(きんいん); 社員(しゃいん); 課員(かいん); 各員(かくいん)
士,士,SĨ,シ,さむらい,Kẻ sĩ,Mười một (十一) võ sĩ Samurai.,4,博士(はくし); 楽士(がくし); 修士(しゅうし); 下士(かし); 剣士(けんし); 騎士(きし); 義士(ぎし); 徒士(かち); 国士(こくし); 勇士(ゆうし)
仕,亻; 士,SĨ,シ; ジ,つか-える,"Việc làm, hành động, hành vi",Các võ sĩ (士) Samurai phụng sự cho lãnh chúa.,4,給仕(きゅうじ); 仕事(しごと); 仲仕(なかし); 奉仕(ほうし); 仕訳(しわけ); 仕業(しわざ); 仕手(して); 仕舞(しまい); 仕様(しよう); 歴仕(れきし)
事,一; 口; 彐; 亅,SỰ,ジ; ズ,こと; つか-う; つか-える," Việc, công việc, chức vụ",Tôi viết ra toàn bộ việc cần làm.,4,執事(しつじ); 火事(かじ); 事故(じこ); 返事(へんじ); 事件(じけん); 仕事(しごと); 人事(じんじ); 工事(こうじ); 凶事(きょうじ); 行事(ぎょうじ)
図,囗; 丶; 丶; 㐅,ĐỒ,ズ; ト,え; はか-る,"Bản đồ, bức vẽ",Đây là bức tranh ai đó đã vẽ. Trông giống (ツ) và (メ).,4,地図(ちず); 図面(ずめん); 合図(あいず); 愚図(ぐず); 系図(けいず); 風図(ふうず); 原図(げんず); 企図(きと); 雄図(ゆうと); 図書(としょ)
官,宀; 㠯,QUAN,カン,"",Chức quan,Một quan chức đang ở trong nhà.,4,次官(じかん); 左官(さかん); 免官(めんかん); 警官(けいかん); 官位(かんい); 官印(かんいん); 官営(かんえい); 官界(かんかい); 官学(かんがく); 感官(かんかん)
館,食; 宀; 㠯,QUÁN,カン,やかた; たて,Quán trọ,"Ở tòa nhà này, các quan (官) đang ăn (食) cơm.",4,入館(にゅうかん); 旅館(りょかん); 館長(かんちょう); 館内(かんない); 帰館(きかん); 休館(きゅうかん); 旧館(きゅうかん); 学館(がっかん); 公館(こうかん); 本館(ほんかん)
昔,一; 丨; 丨; 一; 日,TÍCH,セキ; シャク,むかし," Xưa, trước",21 ngày (日) trước đã trở nên xưa rồi.,4,昔話(むかしばなし); 今昔(こんじゃく); 昔人(むかしびと); 昔風(むかしふう); 往昔(おうせき); 昔昔(むかしむかし); 大昔(おおむかし); 一昔(ひとむかし); 古昔(こせき); 昔々(むかしむかし)
借,亻; 一; 丨; 丨; 一; 日,TÁ,シャク,か-りる,"Vay, mượn","Ngày xưa (昔), tôi đã vay ai đó một cái gì đó thì phải.",4,借る(かる); 借り(かり); 内借(ないしゃく); 賃借(ちんしゃく); 転借(てんしゃく); 借財(しゃくざい); 借地(しゃくち); 借家(しゃくや); 借用(しゃくよう); 借金(しゃっきん)
代,亻; 弋,ĐẠI,ダイ; タイ,か-わる; か-わり; が-わり; か-える; よ; しろ,"Đại điện, thay thế, đổi",Tớ sẽ thay thế cậu!,4,百代(ひゃくだい); 近代(きんだい); 神代(かみよ); 薬代(やくだい); 足代(あしだい); 網代(あじろ); 希代(きたい); 現代(げんだい); 代案(だいあん); 代位(だいい)
貸,亻; 弋; 貝,"THẢI, THẮC",タイ,か-す; か-し; かし,"Vay, cho vay","Tôi đại diện (代) anh ấy, cho vay tiền.",4,貸す(かす); 貸し(かし); 貸方(かしかた); 貸切(かしきり); 貸金(かしきん); 貸越(かしこし); 貸席(かしせき); 貸地(かしち); 貸主(かじぬし); 貸間(かしま)
地,土; 也,ĐỊA,チ; ジ,""," Đất, địa hình",Bọ cạp ở dưới đất (土)  này.,4,地球(ちきゅう); 地理(ちり); 地面(じめん); 地震(じしん); 土地(とち); 山地(さんち); 地下(ちか); 地図(ちず); 境地(きょうち); 局地(きょくち)
世,世,THẾ,セイ; セ; ソウ,よ; さん; じゅう,"Thế hệ, xã hội, thế giới",Chữ (せ) trong (せかい) được tạo ra từ chữ “thế” này.,4,世紀(せいき); 近世(きんせい); 阿世(あせい); 経世(けいせい); 隔世(かくせい); 現世(げんせい); 救世(きゅうせい); 濁世(だくせい); 後世(こうせい); 出世(しゅっせ)
界,田; 人; 丿; 丨,GIỚI,カイ,"","Thế giới, ranh giới ",Ở giữa ruộng (田) của bạn và ruộng của tôi có ranh giới rõ ràng.,4,界標(かいひょう); 苦界(くがい); 界面(かいめん); 界雷(かいらい); 界隈(かいわい); 芸界(げいかい); 外界(げかい); 劇界(げきかい); 官界(かんかい); 眼界(がんかい)
度,广; 廿; 又,"ĐỘ, ĐẠC",ド; ト; タク,たび; た-い,Lần,Ở trong nhà 21 lần thì tay sẽ ấm.,4,温度(おんど); 態度(たいど); 丁度(ちょうど); 今度(こんど); 一度(いちど); 制度(せいど); 開度(かいど); 強度(きょうど); 速度(そくど); 極度(きょくど)
回,囗; 口,HỒI,カイ; エ,まわ-る; ま-り; まわ-す; まわ-し; もとお-る; か-える,"Lần, quay lại, trở lại",Cái gì đó đang xoay vòng.,4,一回(いっかい); 二回(にかい); 三回(さんかい); 回す(まわす); 回覧(かいらん); 回答(かいとう); 回転(かいてん); 回読(かいどく); 回反(かいはん); 回避(かいひ)
用,用,DỤNG,ヨウ,もち-いる,"Dùng, công dụng",Đây là hàng rào chúng tôi đang sử dụng.,4,活用(かつよう); 用紙(ようし); 共用(きょうよう); 供用(きょうよう); 挙用(きょよう); 費用(ひよう); 愛用(あいよう); 外用(がいよう); 公用(こうよう); 効用(こうよう)
民,民,DÂN,ミン,たみ,Người dân,Công dân có miệng (口) và tên (氏).,4,農民(のうみん); 民宿(みんしゅく); 民謡(みんにょう); 平民(へいみん); 民主(みんしゅ); 民族(みんぞく); 漁民(ぎょみん); 貧民(ひんみん); 公民(こうみん); 愚民(ぐみん)
注,氵; 丶; 王,CHÚ,チュウ,そそ-ぐ; さ-す; つ-ぐ,"Rót, đổ, chú ý",“Chú ý!!! Đừng để nước đổ vào ông chủ (主)”,4,注意(ちゅうい); 頭注(とうちゅう); 評注(ひょうちゅう); 傾注(けいちゅう); 訳注(やくちゅう); 脚注(きゃくちゅう); 補注(ほちゅう); 校注(こうちゅう); 受注(じゅちゅう); 付注(ふちゅう)
意,立; 日; 心,Ý,イ,"","Ý định, ý chí",Lắng tai nghe tiếng (音) trái tim (心); Có lẽ sẽ hiểu được cảm giác của chính mình.,4,熱意(ねつい); 誠意(せいい); 悪意(あくい); 意向(いこう); 意味(いみ); 意見(いけん); 注意(ちゅうい); 意外(いがい); 寓意(ぐうい); 謝意(しゃい)
頭,豆; 頁,ĐẦU,トウ; ズ; ト,あたま; かしら; -がしら; かぶり,Đầu,Đầu trông có vẻ giống đậu (豆) nhỉ?,4,頭痛(ずつう); 頭首(とうしゅ); 会頭(かいとう); 街頭(がいとう); 教頭(きょうとう); 頭注(とうちゅう); 巨頭(きょとう); 組頭(くみがしら); 鶏頭(けいとう); 頭板(あたまいた)
顔,亠; 丷; 厂; 彡; 頁,NHAN,ガン,かお,Khuôn mặt,"Khi lấy cái mũ ra, bạn có thể nhìn thấy sẹo trên mặt tôi.",4,顔色(かおいろ); 顔形(かおかたち); 顔面(がんめん); 顔容(がんよう); 顔料(がんりょう); 厚顔(こうがん); 紅顔(こうがん); 寝顔(ねがお); 似顔(にがお); 丸顔(まるがお)
声,士,THANH,セイ; ショウ,こえ; こわ,"Tiếng, giọng nói",Võ sĩ (士) Samurai đang phát ra âm thanh (コエ) ở cửa.,4,嬌声(きょうせい); 吟声(ぎんせい); 諸声(もろごえ); 喚声(かんせい); 歓声(かんせい); 名声(めいせい); 弦声(げんせい); 奇声(きせい); 訛声(だみごえ); 怒声(どせい)
特,牛; 土; 寸,ĐẶC,トク,"","Riêng, khác thường, đặc biệt",Ở chùa (寺) của đạo Hindu; Bỏ (牛) là động vật đặc thù đó nha!,4,特に(とくに); 特別(とくべつ); 特集(とくしゅう); 特徴(とくちょう); 奇特(きとく); 特技(とくぎ); 特銀(とくぎん); 特産(とくさん); 特使(とくし); 特質(とくしつ)
別,口; 刂,BIỆT,ベツ,わか-れる; わ-ける,"Chia li, phân biệt, đặc biệt",Tôi cắt thịt thành 10000 (万) miếng riêng biệt.,4,特別(とくべつ); 哀別(あいべつ); 区別(くべつ); 決別(けつべつ); 告別(こくべつ); 種別(しゅべつ); 差別(さべつ); 個別(こべつ); 戸別(こべつ); 分別(ぶんべつ)
竹,竹,TRÚC,チク,たけ,Tre trúc,Đây là hình ảnh một cây tre.,4,呉竹(くれたけ); 根竹(ねだけ); 竿竹(さおだけ); 竹材(ちくざい); 竹紙(ちくし); 爆竹(ばくちく); 竹器(ちっき); 竹工(ちっこう); 青竹(あおだけ); 糸竹(いとたけ)
合,人; 一; 口,"HỢP, HIỆP",ゴウ; ガッ; カッ,あ-う; あ-わせる," Hợp, vừa ý, hợp lại",Nắp – hộp hợp nhau.,4,合格(ごうかく); 合唱(がっしょう); 合う(あう); 試合(しあい); 合弁(ごうべん); 合鍵(あいかぎ); 合方(あいかた); 合薬(あいぐすり); 合印(あいじるし); 合図(あいず)
答,竹; 人; 一; 口,ĐÁP,トウ,こた-える; こた-え,Trả lời,Đáp án của trúc (竹) và tôi; Giống sự phù hợp (合) của nồi và vung.,4,答案(とうあん); 答え(こたえ); 回答(かいとう); 解答(かいとう); 即答(そくとう); 確答(かくとう); 答電(とうでん); 答弁(とうべん); 問答(もんどう); 答礼(とうれい)
正,一; 止,"CHÁNH, CHÍNH",セイ; ショウ,ただ-しい; ただ-す; まさ; まさ-に,"Phải, đúng, chính đáng",Khi đèn đỏ nếu bạn dừng (止); Đó là điều đúng xin đừng quên nha.,4,正午(しょうご); 矯正(きょうせい); 厳正(げんせい); 賀正(がしょう); 規正(きせい); 補正(ほせい); 正す(ただす); 弾正(だんじょう); 公正(こうせい); 更正(こうせい)
同,冂; 一; 口,ĐỒNG,ドウ,おな-じ,"Cùng nhau, bằng nhau, giống nhau",Cả người vào lẫn người ra; Dùng cùng một cửa rất là giống nhau.,4,同情(どうじょう); 同じ(おなじ); 会同(かいどう); 共同(きょうどう); 協同(きょうどう); 同族(どうぞく); 同値(どうち); 同断(どうだん); 同着(どうちゃく); 同調(どうちょう)
計,言; 十,"KẾ, KÊ",ケイ,はか-る; はか-らう,"Kế sách, đo lường","Hãy đếm thời gian bằng các con số “Một, hai, …, mười (十)”",4,会計(かいけい); 計画(けいかく); 計器(けいき); 計算(けいさん); 計時(けいじ); 計上(けいじょう); 計測(けいそく); 計略(けいりゃく); 計量(けいりょう); 姦計(かんけい)
京,亠; 口; 小,KINH,キョウ; ケイ; キン,みやこ,"Kinh đô, thủ đô",Ngôi nhà được xây trên ngọn đồi nhỏ (小). Nơi này đã trở thành kinh đô.,4,東京(とうきょう); 京都(きょうと); 京浜(けいひん); 京洛(きょうらく); 京師(けいし); 京阪(けいはん); 京葉(けいよう); 帰京(ききょう); 京女(きょうおんな); 京劇(きょうげき)
集,隹; 木,TẬP,シュウ,あつ-まる; あつ-める; つど-う,"Tập hợp, gom lại",Bầy chim tập hợp trên cây (木).,4,凝集(ぎょうしゅう); 句集(くしゅう); 群集(ぐんしゅう); 結集(けっしゅう); 特集(とくしゅう); 家集(かしゅう); 歌集(かしゅう); 画集(がしゅう); 呼集(こしゅう); 参集(さんしゅう)
不,不,"BẤT, PHI",フ; ブ,"","Chẳng, không thể",Nó không phải chữ T.,4,不孝(ふこう); 不便(ふべん); 不安(ふあん); 不快(ふかい); 不意(ふい); 不一(ふいつ); 不況(ふきょう); 不運(ふうん); 不壊(ふえ); 不易(ふえき)
便,亻; 一; 日; 丿; 乀,TIỆN,ベン; ビン,たよ-り,"Sự thuận tiện, thuận lợi",Nếu dịch vụ bưu điện có thể gửi hàng trong 1 ngày (一日) thì thật tiện lợi.,4,船便(ふなびん); 不便(ふべん); 便利(べんり); 便り(たより); 便乗(びんじょう); 便箋(びんせん); 便殿(びんでん); 軽便(けいべん); 血便(けつべん); 簡便(かんべん)
以,以,DĨ,イ,もっ-て,"Lấy, dùng, bởi vì",Đây là vạch xuất phát.,4,以内(いない); 以前(いぜん); 以上(いじょう); 以西(いせい); 以東(いとう); 以遠(いえん); 以往(いおう); 以下(いか); 以外(いがい); 以後(いご)
場,土; 日; 一; 勹; 丿; 丿,"TRÀNG, TRƯỜNG",ジョウ; チョウ,ば,"Địa điểm, nơi, chốn",Đất (土) tốt và ánh mặt trời (日); Chỗ này được chọn làm nơi ta về.,4,牧場(ぼくじょう); 場所(ばしょ); 工場(こうじょう); 会場(かいじょう); 足場(あしば); 教場(きょうじょう); 漁場(ぎょじょう); 窯場(かまば); 広場(ひろば); 刑場(けいじょう)
戸,戸,HỘ,コ,と,Cánh cửa,Đây là hình cánh cửa.,4,戸棚(とだな); 下戸(げこ); 木戸(きど); 戸外(こがい); 門戸(もんこ); 袋戸(ふくるど); 戸口(ここう); 戸主(こしゅ); 戸数(こすう); 戸籍(こせき)
所,戶; 斤,SỞ,ショ,ところ; どころ; とこ," Nơi, chốn",Dùng rìu đánh dấu cửa (戸) nhà; Để biết nơi ấy chính là của tôi.,4,台所(だいどころ); 住所(じゅうしょ); 場所(ばしょ); 近所(きんじょ); 所定(しょてい); 居所(きょしょ); 各所(かくしょ); 険所(けんしょ); 貴所(きしょ); 役所(やくしょ)
屋,尸; 一; 厶; 土,ỐC,オク,や,"Mái nhà, nóc nhà, nhà ở, cửa hàng",Con người thì tất yếu là; Cần đất (土) và một mái nhà định cư.,4,本屋(ほんや); 床屋(とこや); 屋上(おくじょう); 質屋(しちや); 部屋(へや); 屋内(おくない); 草屋(くさや); 屑屋(くずや); 薬屋(くすりや); 靴屋(くつや)
堂,⺌; 冖; 口; 土,ĐƯỜNG,ドウ,"","Gian nhà chính giữa, nhà chính",Đây là tòa nhà lớn trên đất (土) này.,4,講堂(こうどう); 食堂(しょくどう); 会堂(かいどう); 経堂(きょうどう); 学堂(がくどう); 堂々(どうどう); 本堂(ほんどう); 金堂(こんどう); 骨堂(こつどう); 満堂(まんどう)
都,耂; 日; 阝,ĐÔ,ト; ツ,みやこ,"Kinh đô, thủ đô",Có người (者) ở trạm dừng xe; Chờ chuyến xe bus đi về kinh đô.,4,都会(とかい); 京都(きょうと); 旧都(きゅうと); 都銀(とぎん); 大都(たいと); 国都(こくと); 都市(とし); 都心(としん); 都電(とでん); 都内(とない)
県,目; 小,HUYỆN,ケン,か-ける,Tỉnh,Cả nước đang mắt (目) dõi theo tỉnh nhỏ (小).,4,近県(きんけん); 郡県(ぐんけん); 県会(けんかい); 県警(けんけい); 県勢(けんせい); 県庁(けんちょう); 県道(けんどう); 県民(けんみん); 県立(けんりつ); 県令(けんてい)
区,匸; 㐅,"KHU, ÂU",ク; オウ; コウ,"","Quận, khu vực",Khu này được phân biên giới bằng 3 bức tường và 2 con đường.,4,漁区(ぎょく); 区域(くいき); 区画(くかく); 区間(くかん); 区々(くく); 区内(くない); 区長(くちょう); 区分(くぷん); 区別(くべつ); 管区(かんく)
池,氵; 也,TRÌ,チ,いけ,Cái ao,Trong ao có con tôm.,4,電池(でんち); 印池(いんち); 古池(ふるいけ); 瑶池(ようち); 溜池(ためいけ); 内池(うちいけ); 肉池(にくち); 城池(じょうち)
発,癶; 一; 一; 儿,PHÁT,ハツ; ホツ,た-つ; あば-く; おこ-る; つか-わす; はな-つ,"Bắt đầu, xuất phát, phát hiện",Loài người đi lại bắt đầu bằng hai chân.,4,発音(はつおん); 活発(かっぱつ); 発表(はっぴょう); 発熱(はつねつ); 発赤(ほっせき); 続発(ぞくはつ); 開発(かいはつ); 偶発(ぐうはつ); 啓発(けいはつ); 激発(げきはつ)
建,廴; 肀; 一; 一,"KIẾN, KIỂN",ケン; コン,た-てる; た-て; だ-て; た-つ,"Dựng lên, thành lập",Trước khi xây dựng nhà này; Quan trọng có bản vẽ (書) ngay để nhìn.,4,建築(けんちく); 銀建(ぎんけん); 建議(けんぎ); 建言(けんげん); 建国(けんこく); 建材(けんざい); 建設(けんせつ); 建造(けんぞう); 建白(けんぱく); 土建(どけん)
物,牛; 勹; 丿; 丿,VẬT,ブツ; モツ,もの; もの-,"Sự vật, đồ vật","Con bò (牛) và con cáo đều là những vật thể sống.; hoặc dẫn trâu (牛) và mang cày (勿) theo để làm việc, kiếm ra tiền mua đồ (物).",4,織物(おりもの); 物理(ぶつり); 動物(どうぶつ); 荷物(にもつ); 物価(ぶっか); 品物(しなもの); 着物(きもの); 果物(くだもの); 漬物(つけもの); 煮物(にもの)
品,口; 口; 口,PHẨM,ヒン; ホン,しな,"Đồ vật, cái hay, phấm cách, hàng hóa, đếm số bữa ăn",Đây là hình ảnh của 3 sản phẩm.,4,製品(せいひん); 品物(しなもの); 食品(しょくひん); 作品(さくひん); 備品(びひん); 金品(きんぴん); 品位(ひんい); 品格(ひんかく); 品行(ひんこう); 品詞(ひんし)
旅,方,LỮ,リョ,たび,"Du lịch, cuộc hành trình, quán trọ",Tay người hướng dẫn cầm cờ; Đằng sau lữ khách lững lờ đi theo.,4,旅館(りょかん); 逆旅(げきりょ); 船旅(ふなたび); 旅行(りょこう); 旅人(たびびと); 旅先(たびさき); 旅愁(りょしゅう); 旅費(りょひ); 旅順(りょじゅん); 軍旅(ぐんりょ)
通,辶; 龴; 用,THÔNG,ツウ; ツ,とお-る; とお-り; とお-り; どお-り; とお-す; とお-し; どお-し; かよ-う,"Thông suốt, thông qua, xuyên qua",Tôi vượt tường rào để đi học.,4,交通(こうつう); 通風(つうふう); 通う(かよう); 共通(きょうつう); 姦通(かんつう); 貫通(かんつう); 通す(とおす); 通る(とおる); 融通(ゆうずう); 普通(ふつう)
進,辶; 隹,TIẾN,シン,すす-む; すす-める,"Tiến tới, tiến triển",Con chim đang tiến lên phía trước.,4,促進(そくしん); 猛進(もうしん); 勧進(かんじん); 躍進(やくしん); 寄進(きしん); 逆進(ぎゃくしん); 急進(きゅうしん); 後進(こうしん); 行進(こうしん); 高進(こうしん)
丸,九; 丶,HOÀN,ガン,まる-い,"Tròn, (trăng) tròn, hoàn mỹ, viên, vo lại",Tôi đang cuộn tròn cơ thể mình.,4,丸薬(がんやく); 丸い(まるい); 丸鋸(まるのこ); 睾丸(こうがん); 弾丸(だんがん); 丸襟(まるえり); 丸顔(まるがお); 丸太(まるた); 丸損(まるぞん); 丸本(まるほん)
熱,土; 儿; 土; 九; 丶; 灬,NHIỆT,ネツ,あつ-い," Nóng, sốt",Cuộn tròn (丸) cơ thể lại; Để tránh thoát nhiệt nhanh.,4,熱い(あつい); 熱帯(ねったい); 熱意(ねつい); 熱心(ねっしん); 情熱(じょうねつ); 発熱(はつねつ); 高熱(こうねつ); 比熱(ひねつ); 解熱(げねつ); 火熱(かねつ)
冷,冫; 人; 一; 龴,LÃNH,レイ,つめ-たい; ひ-える; ひ-ややか; ひ-やす; ひ-やかす; さ-める; さ-ます,"Lạnh, nhạt nhẽo",Người tôi rung lên trong gió lạnh.,4,"冷酒(ひやざけ); 冷水(ひやみず); 冷麦(ひやむぎ); 空冷(くうれい); 高冷(こうれい); 冷夏(れいか); 冷静(れいせい); 水冷(すいれい); 寒冷(かんれい); 冷汗(れいかん,ひやあせ)"
甘,甘,CAM,カン,あま-い; あま-える; あま-やかす; うま-い, ,Mật ngọt được để trong bình.,4,甘い(あまい); 甘言(かんげん); 甘汞(かんこう); 甘心(かんしん); 甘草(かんぞう); 甘美(かんび); 甘味(かんみ); 小甘(こあま); 甘蕉(かんしょう); 甘口(あまくち)
汚,氵; 亐,Ô,オ,きたな-い; けが-らわしい; よご-れる; けが-れる; よご-す; けが-す,"Ô nhiễm, bẩn",Người này đang uống nước bị ô nhiễm,4,汚い(きたない); 汚す(よごす); 汚染(おせん); 汚職(おしょく); 汚れ(よごれ); 汚名(おめい); 汚辱(おじょく); 汚物(おぶつ); 汚点(おてん); 汚行(おこう)
果,日; 木,QUẢ,カ,は-たす; はた-す; は-てる; は-て," Quả, trái cây, kết quả",Quả đến từ cái cây (木) này.,4,結果(けっか); 果物(くだもの); 果報(かほう); 仮果(かか); 果芽(かが); 果核(かかく); 果敢(かかん); 堅果(けんか); 偽果(ぎか); 果実(かじつ)
卵,卩; 丶,NOÃN,ラン,たまご,Trứng,Hãy làm vỡ quả trứng!,4,卵巣(らんそう); 魚卵(ぎょらん); 鶏卵(けいらん); 卵穀(たまごこく); 卵酒(たまござけ); 生卵(なまたなご); 腐卵(ふらん); 抱卵(ほうらん); 産卵(さんらん); 卵管(らんかん)
皿,皿,MÃNH,ベイ,さら,Bát dĩa,Bánh ngọt được để trên đĩa.,4,灰皿(はいざら); 中皿(ちゅうざら); 大皿(おおざら); 小皿(こざら); お皿(おさら); 火皿(ひざら); 一皿(ひとさら); 絵皿(えざら); 壺皿(つぼざら); 平皿(ひらざら)
酒,氵; 酉,TỬU,シュ,さけ; さか-,Rượu,Nước tốt làm được rượu ngon.,4,お酒(おさけ); 冷酒(ひやざけ); 禁酒(きんしゅ); 燗酒(かんざけ); 深酒(ふかざけ); 火酒(かしゅ); 酒気(しゅき); 毒酒(どくしゅ); 濁酒(どぶろく); 卵酒(たまござけ)
塩,土; 口; 皿,DIÊM,エン,しお,Muối,Đồ ăn trong đĩa (皿) nhiều muối quá!,4,岩塩(がんえん); 減塩(げんえん); 脱塩(だつえん); 塩気(しおけ); 塩魚(しおざかな); 塩鮭(しおざけ); 塩豚(しおぶた); 食塩(しょくえん); 塩分(えんぶん); 塩酸(えんさん)
付,亻; 寸,PHÓ,フ,つ-く; づ-く; つ-ける; づ-ける,"Thêm vào, gắn vào",Tôi gắn cái gì đó vào người kia.,4,受付(うけつけ); 回付(かいふ); 書付(かきつけ); 還付(かんぷ); 付加(ふか); 気付(きづけ); 付記(ふき); 付議(ふぎ); 寄付(きふ); 付近(ふきん)
片,片,PHIẾN,ヘン,かた,Đây là một bên của cây.,Đây là một bên của cây.,4,木片(もくへん); 欠片(かけら); 片足(かたあし); 片腕(かたうで); 片親(かたおや); 片側(かたがわ); 片恋(かたこい); 片言(かたこと); 片隅(かたすみ); 片手(かたて)
焼,火; 十; 一; 丨; 丨; 一; 儿,THIÊU,ショウ,や-く; や-き; や.ける,Đốt cháy,Tôi đã đốt 30 cái gậy rồi.,4,焼く(やく); 焼き(やき); 焼油(やきあぶら); 焼鋼(やきこう); 焼肉(やきにく); 焼餅(やきもち); 焼物(やきもの); 焼け(やけ); 燃焼(ねんしょう); 焼失(しょうしつ)
消,氵; 丨; 丷; 月,TIÊU,ショウ,き-える; け-す,"Tiêu tan, biến mất, tiêu diệt",Mặt trăng (月) tan biến vào nước.,4,消す(けす); 消印(けしいん); 消化(しょうか); 消火(しょうか); 消極(しょうきょく); 消息(しょうそく); 消灯(しょうとう); 消毒(しょうどく); 消費(しょうひ); 消防(しょうぼう)
固,囗; 十; 口,CỐ,コ,かた-める; かた-まる; かた-まり; かた-い,"Cứng rắn, vững chắc, kín đáo",Bức tường vây nhà thờ cổ (古). Cứng bền nên chẳng đổ được đâu.,4,固い(かたい); 頑固(がんこ); 禁固(きんこ); 警固(けいご); 堅固(けんご); 固め(かため); 強固(きょうこ); 凝固(ぎょうこ); 確固(かっこ); 固形(こけい)
